,text,label
4686,Strange more people ca n't see the problem !,noHate
4687,"I blame the school with all it 's ethicts and multicult loving teachers , i 'm saving as many pupils i can , but i fear that 's not enught",noHate
4688,Aw he was going to send the money back to his niglet family in nigeria ...,noHate
4689,Piece of * * * * deserves to be shot .,hate
4690,Music and the right art to go with it is perfect in my opinion .,noHate
4691,I am not a massive fan of skrewdriver but I like that song .,noHate
4692,YouTube - Hail Combat 18 YouTube - Shebeen - Fields Of Athenry ( Garvaghy Road ) !,noHate
4693,I 'm not sure if these guys are reds but I like this song .,noHate
4694,YouTube - In the foggy dew YouTube - BraveHeart Music Video YouTube - Visit Scotland TV Advertisement - Winter Not sure about the message in the last one but at least it shows we 're a white country !,noHate
4695,and i bet not a single one was a dirty African.they will be well taken care of on welfare payments.just like the old days the Irish starve and have to go abroad to find work only this time parasitical foriegners stay here in nice new homes well fed watching big flat screen tellyspeople of Ireland WAKE UP !,hate
4696,That was a wonderful article by Kevin Myers .,noHate
4697,"Please , Ireland , do n't replicate the demographics of London in th Emerald Isle .",noHate
4698,Get off your arse and do it yourself.Hand out a few leaflets in some Irish town and show pictures i done it years ago in Dublin why cant you do it now ?,noHate
4699,"no, no. the immigrants stayed out of the ROI until taoiseach charlie haughey opened up our economy in the early 1990s .",noHate
4700,Yes I have seen African Blacks driving those type of cars too .,noHate
4701,I think when they first come into this country they get those type of old cars then after a year or so they move up to brand new cars .,noHate
4702,As far as I know the government gives them money for cars but im not sure how much they recieve and what the terms and conditions are if any .,noHate
4703,Exactly.,noHate
4704,"Every action he 's taken reveals that he is completely unacceptable. as a citizen , in White societies All the blacks and browns can do is wreck and destroy - and that is all they have done , and do .",hate
4705,how the hell are they going to integrate into Irish society ? They come from a dirt poor medieval country and have spent the last 3 years living in a refugee camp.what skills are they going to bring here ?,hate
4706,Didnt know that .,noHate
4707,Again I would not pay to see this Drug addict perform no matter how could she was a singer .,noHate
4708,Everybody to there own I guess .,noHate
4709,I personally think she sounds like a strangled cat .,noHate
4710,"As for the ' Oxegen experience ' , watch out that your tent does n't get burnt to the ground , like what happened to many people last year .",noHate
4711,If he comes we should support him .,noHate
4712,The reds are always protesting against people like David Irving its time we got out there and counter act them,noHate
4713,immigrants are desperate to stay here. who can blame them ? our government treats them as lords and we as muck. welcome to SFI Pluirin !,hate
4714,"What, like blowing up old ladies and little kids ?",noHate
4715,IRA could have hit a prime minister at any time but chose to hit kids instead .,noHate
4716,Cowardly scum from the Irish countryside bigging up in army jackets .,hate
4717,There is no doubt the Chinese and Japs have giving the world culture .,noHate
4718,Blacks have shown as they are able to survive all year round sitting on their arse waiting for comic relief .,hate
4719,"Will do so on Monday , David Irving is a political prisoner in a Europe where you can deny the existence of Jesus Christ but go to jail for denying the existence of gas chambers .",noHate
4720,Hello Direland2006 and welcome to SF .,noHate
4721,There are few places nowadays where there is freedom of speech so you 'll enjoy posting here !,noHate
4722,I went out with an old friend the other day for a few drinks .,noHate
4723,"After knocking back a few guinness we got pretty hungry and he said he knew a great place to go get some food , i was disgusted when he brought me to a chinese restaurant .",noHate
4724,Naturally as a white nationalist i refused to eat there but my friend didnt understand why .,noHate
4725,Does anyone else have trouble keeping their life free from foreign influence ?,noHate
4726,"That doesn`t sound to bad , wait till you see 30 kids , 5 of which are white !",noHate
4727,Coming to a town near you soon .,noHate
4728,Give them their interview but be careful not to say anything stupid.Tape the interview for legal reasons put it up on the net.Let the truth prevail .,noHate
4729,There was a small Nigerian man that lived in the same town as me for about a year .,noHate
4730,He dissappeared somewhere and I thought nothing of it .,noHate
4731,Some months later I heard he got caught getting 4 dole payments a week pretending to be 4 different people !,noHate
4732,Yeah.,noHate
4733,And Look at the bollix teachers are feeding our kids .,noHate
4734,Wiggah 's are created when they ca n't import the genuine black .,noHate
4735,Wasn't that when Steve and Bean got their heads cracked opened ?,noHate
4736,The other guy is over at the B & H forum ...,noHate
4737,"``MeineEhre heisst Treue Treue und Ehre bis Zum Tod Niemals aufgeben , niemals Reue Das haben wir uns einst geschworn '' Class song .",idk/skip
4738,"Saga is good too , I like any of her stuff that I 've heard , although I hear she is n't too popular with some of the people in the movement in her own country ...",noHate
4739,Maybe if you opened your eyes you 'd see that I did .,noHate
4740,"It 's not very Irish to talk behind backs , Ted .",noHate
4741,"Still snooping , eh ?",noHate
4742,It was no accident .,noHate
4743,The english policy was one of extermination from day 1 .,noHate
4744,"The famine was a planned event , to pacify a troublesome country .",noHate
4745,"https://www.stormfront.org/forum/show...t+20867&page=9 Just go to my post further down the page , Drug dealing , Murdering , Racemixing , Zionist/Masonic scumbags The last picture of the black orangemen , f * ckin hell i nearly split my sides laughing",hate
4746,And all nonsense .,noHate
4747,If it was n't then it meant that those same Celts went through some serious racial degradation before Europeans really started arriving .,noHate
4748,You would be luckey to see a real Irish person on the TV these days ..,noHate
4749,Besides news and night-time shows .. Its shocking,noHate
4750,Rosanna Davison I think is her name .,noHate
4751,The next time I see her on TV3 bitching about the latest immigrant gripe i 'll * * * * ing die !,noHate
4752,What an ugly hag,noHate
4753,just posting to say I got a month of community service for stealing lightbulbs out of a place I was renting + a 280Euro fine. compare that to the black rapist a while ago who got off scot free .,noHate
4754,2508,noHate
4755,Ireland is a strange place for ethnics as there is no pakis But there main ethnic problem is Chinese and Africans Did not see much race mixing among men when I was over last time,noHate
4756,".I have decided on the flags of the four provinces combined on four squares together as my own favourite flag to wave at Rugby and soccer internationals rather than the Tricoleur or St Pat , s .",noHate
4757,Anyone know where i can buy one .. ? 88 Jab : soldierfn,noHate
4758,Then why are you posting on Stormfront ?,noHate
4759,"Seriously , go somewhere else and have someone else throw a pity party for you .",noHate
4760,Bye .,noHate
4761,"May be SF Ireland could apply to the funding , as it 's working hard to improve White racial relations in the Community ?",noHate
4762,"I'm down for that , and I could bring along some other WN folks .",noHate
4763,Dave you live in frigin Brampton ?!,noHate
4764,Man that sucks lol ...,noHate
4765,"Theres an aborigional day , black pride month .",noHate
4766,I would like too see white people get together and get us a white pride day,noHate
4767,"Last I checked though , there are more Europeans being raped by non Europeans in Europe than there have been in Canada",noHate
4768,I find this news to be astonishing .,noHate
4769,Whites in Canada need to wake up and start realizing they are slowly losing their rights .,noHate
4770,"Hello, I just joined too .",noHate
4771,I live in a predominantly white area and ca n't imagine what that would be like ..,noHate
4772,I've told some immigrants that if they did n't like it here they should just go home .,noHate
4773,For some strange reason they all looked at me as if I had said something offensive when it was just simple logic .,noHate
4774,I knew a girl in school who went out with one .,noHate
4775,Everyday we called her a race traitor and said her forefathers hang their heads in shame and that she is abusing their sacrifice for her own selfishness .,noHate
4776,They did n't last a week because of it .,noHate
4777,FANTASTIC!!,noHate
4778,This is EXACTLY the kind of action that will go a long way to saving our race And out of white hating Canada ? who 'd of thought eh ?,noHate
4779,I was there a few weeks ago .,noHate
4780,I noticed a lot of fat little white girls with monkey boyfriends .,hate
4781,It was gross .,noHate
4782,"The first two being the one that starts with ; `` When the discussion of race comes up , this one makes tempers flare like no other. * If a White person says they 're against interracial marriage , then that 's racist. * If a person of color says they 're against interracial marriage , then that 's protecting their culture and heritage . '' ?",noHate
4783,It's sad Britons are still arguing about the past when the enemy is within. staring them in the face and still do Feck all .,noHate
4784,A mate from school started talking about this group .,noHate
4785,I' v checked them out but could n't find much but apparently they have presence in Britain .,noHate
4786,Just wandering if anyone can fill me about them more ?,noHate
4787,It's an American term that most people in Britain and Ireland would never have heard if it was n't for American tv shows .,noHate
4788,It does n't really mean anything .,noHate
4789,"Black hair is fairly common amongst the Irish , whereas black people are n't .",noHate
4790,As you have just informed me via a PM that you have added me to your ignore list it really is a valueless post is n't it ?,noHate
4791,History Today had a good write up about it.They pointed out that the left wing writers and historians have twisted the actual events to their favour .,noHate
4792,"Yes, I saw a news broadcast and their ethnic background was a foot note , quickly adding that this kind of abuse happens in all communities .",noHate
4793,The last major case I remember was another gang of Asians .,noHate
4794,We have to learn to appreciate diversity .,noHate
4795,I've never been to London but from what I 've heard it 's like spot the white man and every girl down there almost has a little niglet half breed .,hate
4796,"Hello, I joined Stormfront today and I am pleased to be here .",noHate
4797,I look forward to posting and have many interesting discussions with you all in the future .,noHate
4798,"Best Wishes , John Londen .",noHate
4799,We are far closer to being neanderthals than apes .,hate
4800,Neanderthals are classified either as a human species or a human subspecies based upon which scientist you 're talking to .,noHate
4801,"They 're so close that many believe we interbred , you ca n't interbreed with a chimp .",hate
4802,"Yes, have you seen the Pancrase tornouments in Japan ?",noHate
4803,Thats where Baz Rutten and Ken Shamrock started before UFC 1 .,noHate
4804,"I found the whole UFC 1 event on youtube a while ago , was great back then no gloves and only a few rules .",noHate
4805,Thank you ... i hope thay you all injojed in last passed football match Croatia-England ... we wasnt so much amused by losing the match ...,noHate
4806,"The UAF are just a bunch of middle class faggots , the EDL should steam into them every time they show up to counter a demonstration , they 'll soon run home to daddy .",hate
4807,Hi been looking round for a while on this site and finally got round to registering. nice to see a place where we can openly discuss our beliefs .,noHate
4808,I hate to be the one to say this but they do n't sound like a loving family if they said they would dance on your grave simply because of your racially aware views .,noHate
4809,I myself would distance myself from a family like that .,noHate
4810,"I think the only connection homosexuality has to Christianity , in this country , is the large proportion of paedophiles being representatives of Christian churches .",hate
4811,"It was good to see proud white British people celebrate our lads , the crowd was all white , i wouldve gone if id known it was happening , the traffic was bad today , ill bet thatll be why proud white British people celebrate 2nd Signal Regiment Malton and Pickering Mercury - `` Throng welcomes soldiers at parade '' 104.7 Minster FM - `` 300 soldiers welcomed home in York '' Darlington and Stockton Times - `` 2 Signal Regiment march through York following return from Afghanistan '' Obviously there was sorrow for Lee Rigby and his family , we are outraged and very angry at what happened to him",noHate
4812,Thank you .,noHate
4813,I wonder if this is the reason American colonial officers like George Washington could not get a British army commission ?,noHate
4814,"I certainly agree we need to up our game , and do so quickly .",noHate
4815,"The beast we oppose knows it has backed itself into a corner , and at such times , such creatures are at their most aggressive .",noHate
4816,there's working class and there 's chav. they 're the only ones breeding yet aspire to act like blacks. they needed direction and national service .,noHate
4817,"My uncle recommended SF to me after I told him how fed up I was with the Russian , Polish , African , and especially the Muslim ! i immigrants in England ...",noHate
4818,"Somebody please give this kid a quick lesson in history , geography & irony before I throw my iPad against the nearest wall",noHate
4819,"Better quality : https : //thepiratebay.se/search/benef ... treet/0/99/205 There is also HD out , but not on YouTube yet .",noHate
4820,HD download : https : //mega.co.nz/# ! zBtHCY7A ! Y6gjhR ... FmjjSD6WEq _ r94 ( 1.01 GB ) I read there will be 5 episodes of this .,noHate
4821,Your right .,noHate
4822,I was watching the 6pm news and saw that women reporter with the headscarf .,noHate
4823,She was muslim not sikh .,noHate
4824,They are both cultural threats,hate
4825,...for a giant zoo toy erected on the playground of a `` Christian '' school : Freiburg West : Neues Klettergerüst : MIT EINER SPENDE - badische-zeitung.de,noHate
4826,It took them just ten years to do this to Dublin .,noHate
4827,They are doing the same to all the white nations .,relation
4828,The final solution to the goyim problem .,relation
4829,Sometimes we are told by our corrupted news that there is a small british colony living in the villages .,noHate
4830,Every white person is welcome here with the reminder to have an eye for the gypsies .,noHate
4831,Acts of racism in Ireland show short memories of Irish everywhere Read more : Acts of racism in Ireland show short memories of Irish everywhere | Irish News | IrishCentral Follow us : @IrishCentral on Twitter | IrishCentral on Facebook,noHate
4832,she is a snake in the grass do not accept the poisonous advice this snake has to offer .,noHate
4833,Marxist America at it again .,noHate
4834,Wishing a happy New Year to all Slavic brothers and sisters Let 's hope this will be a good year for us,noHate
4835,"If this stupid brown savages would stop slaughtering animals or worshipping them ( like they do in India ) , maybe they would n't be starving and so poor .",hate
4836,No wonder this races achieve nothing .,hate
4837,"This savage has n't moved on from 300 years ago where her ancestors used to cook their enemies in cauldrons , ghastly people .",hate
4838,I'm not running and giving it to the muds .,hate
4839,You can call it a lost cause but I call it home .,noHate
4840,"In several of your posts , you 've managed to show us that you 're not a white nationalist A white nationalist looks out for each others .",noHate
4841,You 've managed to do the total opposite and created meaningless arguments that will get us nowhere .,noHate
4842,looking forward to it how lucky are we to have such gorgeous babies. i could n't survive without my kids ( and i certainly consider them my kids with the personalities they have lol ),noHate
4843,"If they 're not related , they 're not all Slavs .",noHate
4844,"There are southern theories for the origins of the Slavs , you know .",noHate
4845,"I agree , it is about time to stop this , it is the same story every time and nothing good will come from it .",noHate
4846,Wow!,noHate
4847,That could be cool !,noHate
4848,If you were deaf you would n't hear all the `` multiculturalism enriches our society '' rubbish .,noHate
4849,2508,noHate
4850,"...mating with other mulattos would be ideal , but since there are n't huge numbers of mulatto children compared to those of Whites or blacks I 'd rather see them up with blacks so that White bloodlines stay intact .",hate
4851,"I wish it was n't real , but it is .",noHate
4852,"I lived in a town when I was younger ( here in colorado ) It was tiny , took maybe 30 minutes to walk across the whole town .",noHate
4853,"The town consisted of , probably 25 % white , and the rest mexican .",noHate
4854,Where I live now it is n't so bad .,noHate
4855,"I'm not in the Chicago area , but I do know some people in the Chicago area .",noHate
4856,Tell us more about yourself .,noHate
4857,"Yes, Philidelphia has been over run with black savages , left and right .",noHate
4858,That 's all I ever see on the morning news .,noHate
4859,"Well I 'm in the vicinity , anyone up for a chat ?",noHate
4860,"Back of a bus on a truth or dare when I was in high school , when a moment seem to last forever .",noHate
4861,- Karl,noHate
4862,"So do I. The small dogs like those maltese and things we call stoep kakkers , because all they are good for is leaving turds on your stoop .",hate
4863,"Welcome, this is the greatest site to meet like minded white folks like yourself from all over the world .",noHate
4864,"I too am from cali , but moved out to utah to get away from all the filth .",hate
4865,Anyways WELCOME !,noHate
4866,WPWW !,noHate
4867,I'm sure someone will come along .,noHate
4868,Patience is a virtue you know .,noHate
4869,"Hell , I 've been single for ....",noHate
4870,"4 years I think , give or take a month or so .",noHate
4871,Relationships are highly overrated I think Hang tough .,noHate
4872,"I want to have 3 children ! 2 girls and 1 boy but the hardest part now is i got to try and find someone to make them with , but so far no luck",noHate
4873,In my opinion this whole gay thing is fashionable now because of the media who constantly force it down your throat .,noHate
4874,Who controls the media ?,noHate
4875,I wonder ???? 11,noHate
4876,I moved here because I am going to Germany in September and wanted to see my family before I left .,noHate
4877,Good luck on the magneto-hyperdrive .,noHate
4878,WehrWolf101,noHate
4879,"I've met a few people who I talk to outside of SF , and I consider them to be pretty good friends .",noHate
4880,I am looking for people in north county area .,noHate
4881,"I live near Battle Ground , WA and Vancouver , WA Seems like more wiggers and minority supporters around town , standing for leftist B.S. Would n't mind knowing some people out here again .",noHate
4882,Blut und Ehre !,idk/skip
4883,Chris,noHate
4884,I'm 26 and living in Wisconsin ..... just looking for someone to chat with about similar beliefs and life in general ....... location is unimportant,noHate
4885,"Thanks for the plug John , closest group of NA to Kansas City I know of are some of us in Omaha and the St Louis Unit .",noHate
4886,i live near albany but i could hang out with u if u want we could beat upsome unpure infidels if you would like,hate
4887,well if i have my way there will be another cook out / camp out one of the frist two weeks of aug in very nothern IL,noHate
4888,Considering this is stormfront I 'd say we are all in agreement that we highly prefer white children to anything else ....,noHate
4889,You should have posted in Rants to see a mix of WN/Anti responses,noHate
4890,The booze thing should n't be a big deal .,noHate
4891,There are 3 liquor stores in less than half a mile radius and one of them does n't stop selling beer until midnight .,noHate
4892,LOL,noHate
4893,Welcome to Stormfront and please do n't sell your chances short !,noHate
4894,There are multitudes of great people here and a hearty welcome from my us all !,noHate
4895,"Hey, he says he wants to conquer the world , not stay home and eat cookies ... he 's obviously got balls to post a picture like that ... more power to him .",noHate
4896,"Wow, The Birth of a Nation profited ZOG ?",noHate
4897,Guess I will have to find a new favorite movie .,noHate
4898,I already gave up on Gone With The Wind for the same reason .....,noHate
4899,looking for sisters and brothers to hang out with get to know ...... cant semm to find in in this area ?,noHate
4900,Lynn336,noHate
4901,"Hi, So glad to hear from someone so close .",noHate
4902,I was beginning to think i was alone out here .,noHate
4903,I am defiantly intrested in maybe hanging out sometime .,noHate
4904,Get back to me if u have plans to be anywhere within the next few weeks .,noHate
4905,I appreciate it ... thanx .,noHate
4906,heil sisters thank you this is why i wood stand side by side on the front line with my sisters thay are the bast ps AggroOigirl your profile say your are a single mother so i thot you was oi sorry skins for ever Goldenboy 88 WPFR,noHate
4907,"Hello Crystal My name is Andy , and as my screen name states I live in New York .",noHate
4908,I 'd love to speak with you .,noHate
4909,hi i have short hair im 5 ' 5 racist as hell im not fat im from mass theres a small group of us out here it 's so hard to new meet people with your believes im just looking to date some one who gets were im coming from are make new friends so if your out there give me a email back 88 heily : explode,noHate
4910,I got a pm from him too that was very strange .,noHate
4911,I got the impression he was trying to sell something to me .,noHate
4912,Hey i just wanted to see how many true white weman are around on these forums from Long Island or even New York since most white chicks here are * * * * * * lovers .,noHate
4913,It works both ways .,noHate
4914,"True , it is hard for white men to find good white woman and it is just as hard for white women to find a good white man .",noHate
4915,Camie,noHate
4916,Met some cute Florida girls up at Logan Pass today .,noHate
4917,They decided to go on a road trip .,noHate
4918,"Interesting timing with the Zimmerman verdict coming soon ... and they are from St. Cloud to the south of Sanford and Orlando , near Kissimmee .",noHate
4919,The deer are so abundant that they wander into town all the time to munch on lawns .,noHate
4920,"Lots of ice fishing and fly fishing here , antelope , elk and moose too .",noHate
4921,Also lots of bear .,noHate
4922,I clean my own toilet as for public toilets and such there is no dirty work there it is an Economical contribution 2508,noHate
4923,Bighorn - YouTube First Run in Whitefish - Montana - Skifahren in den Rockies mit skiStern.de - Skireisen und mehr ...,noHate
4924,- YouTube short version-bad rock canyon - YouTube,noHate
4925,Agreed.,noHate
4926,"To learn more , click here : www.jonasridgeway.com/tech2.html www.spiritual.com.au/astral.html www.astralweb.org www.near-death.com/experiences/cayce01.html www.astralvoyage.com/projection/index.html It would be pretty cool for teachers to tell White kids they go out-of-body every night .",noHate
4927,Nice .,noHate
4928,I believe it 's time for Haman to break out his private stash and start sharing with the rest of us .,noHate
4929,"Hey, she passed away a few weeks ago now ; Did you not read it in the papers or see it in the news ?",noHate
4930,This is from Stormfront 's Advanced Scout forum which is solely devoted to promoting PLE - and its local militant front Legionism .,noHate
4931,"Although many have asked us to put it aside in politics , this thread is for all those who see where HATE FITS IN and why WE NEED THE HATE WAVE TO CONTINUE .",hate
4932,"Ouuuuuuu , do I hate !",noHate
4933,Hi i have not been on here in ages .,noHate
4934,I am in Southern Georgia now but still open to other possibilities .,noHate
4935,If you had your way their would be no whites to pay taxes so the blacks could collect welfare and as they have proved in Africa they are incapable of feeding themselves,hate
4936,"To hell with making a stand , i think we should all go to the southwest and go on the offenceive and drive every race down into Mexico .",hate
4937,Here is possibly the best county to live in when one considers the Mud Index .,hate
4938,"Slope County , ND Races in Slope County : White Non-Hispanic ( 99.6 % ) County Population : 767 Land area : 1217.9 sq. mi. This makes the Mud Index 0.003 .",noHate
4939,That is approximately 3 non-Whites living in a 1218 square mile area .,noHate
4940,"Your post sure had something that was breaking the rules of this board , maybe was too insulting to be posted here .",noHate
4941,"In this board is allowed to discuss , not to insult .",noHate
4942,NO!,noHate
4943,At least half of all humans are of below-average intelligence .,noHate
4944,This applies to white humans as well .,noHate
4945,"Perhaps four or five percent of all humans are driving the progress of our civilization , the rest are supporting that civilization so that the bright ones can do their work .",noHate
4946,Thanks for your reponse .,noHate
4947,And I have probably said enough on this for now .,noHate
4948,Please enjoy this video of a lovely young lady signing a song from the opera Jesus Christ Superstar : http://www.youtube.com/watch ? v = ws6X-zV _ Wgs,noHate
4949,Why would we first start in a city ?,noHate
4950,Its the rural towns that would allow a community to go unnoticed and unattacked at first .,noHate
4951,"Ive heard new zealand was white parasise as well , At this point im just scouting as i have a few years yet till retirement.Hows the cost of living in nz ? :",noHate
4952,"It looks like I have to create MY own copy of PDF file , since the OP version is a read-only item. ( sigh )",noHate
4953,Done!,noHate
4954,"I 'm a firm believer in the PLE concept , I just have to take care of my present financial situation first .",noHate
4955,Now I 'm motivated !,noHate
4956,"It looks like White culture , something we have lost down here in Texas .",noHate
4957,There are n't any towns down here that are as clean and well kept as Kalispell .,noHate
4958,Great work Mjodr .,noHate
4959,"Most white girls are taught and brainwashed to love black guys , only way is to properly educate them and show them what savages they truly are .",hate
4960,I dont think it will work moot is too much of a libtard to allow that going on for too long,hate
4961,Council of White Patriot Voters Open Letter To NAACP Over Gay Marriage CWPV Open Letter To NAACP Over Gay Marriage - The Council Of White Patriot Voters,noHate
4962,How hard is it for Americans to get to SA ?,noHate
4963,I have never had a visa or left the continental USA,noHate
4964,If I feel threatened especially by these fools you can bet I 'll be just as quick to kill as they are .,hate
4965,Acting like an animal show 's nothing .,noHate
4966,Trust me they can be defeated .,noHate
4967,White people have guns also .,noHate
4968,How about matchbooks ?,noHate
4969,Owners at bars dont even look at just have bartenders place on bar .,noHate
4970,Imagine a bunch of people carrying these in their possession .,noHate
4971,( Once saw ad for funeral home on some in a bar ) LOL People dont pay attention but some do notice .,noHate
4972,The subtle message .,noHate
4973,Three more posters ready - these are definitely anti-race-mixing !,hate
4974,"Click to enlarge , then save to desktop to use ! cb punet square1.PNG cbr punet square1.PNG ca punet square1.PNG I made these a few days ago and was using them on Craig 's List in Europe .",noHate
4975,Those of you that go on Craig 's List may have seen them around recently .,noHate
4976,No one else is going to bother telling this story .,noHate
4977,I 'm glad that you 're planning on getting out there to do it .,noHate
4978,"I am willing to attend , support and protect Mr. Taylor 's event and his freedom of speech anywhere close to Michigan",noHate
4979,And some people say that the Klan is n't doing anything today to make a difference .,noHate
4980,"These same people , must eat their stupid pills like they were candy .",noHate
4981,I'm going to try my hand at laying this out .,noHate
4982,I 'll leave a blank line where the phone number goes ; that will allow for locals to write or stamp it in .,noHate
4983,Arkan _ USA,noHate
4984,I stopped going to Burger King three years ago when I got food poisoning from one of their restaurants .,noHate
4985,I was sick for a week and lost 400 bucks in pay because I had to take the time off work !,noHate
4986,"I dont mean with kids THAT young , you are doing the right thing with them.But an extreme approach works with teenagers",noHate
4987,That's one of the best statements I 've read on this site .,noHate
4988,I thank you for your dedication to our cause .,noHate
4989,I also want to say you have a great website .,noHate
4990,Great!!,noHate
4991,"I will take your word for it and thank you , this is even better news to understand his political views and what kind of people he will accept as supporters .",noHate
4992,He and Judge Moore spoke at a Constitution Party event in St. Louis and drew over 600 people .,noHate
4993,"Cool, finally got it working just in time to hear someone call in and let the host know that thanks to Stormfront , the show is being listened to all over the world .",noHate
4994,Probably the largest listening audience he 's ever had .,noHate
4995,"The British Protestants built strange communities in Northern Ireland , and the Irish Catholics said : `` What is happening here ? ''",noHate
4996,"The state of Israel built strange communities on the West Bank , and the Palestinians said : `` What is happening here ? ''",noHate
4997,"The hippies moved in from all across the nation to the Haight Ashbury and the family types there said : `` This is a strange community '' The hippies who knew laughed and a group called Buffalo Springfield made a song about it "" `` What is happening here , what it is ai n't exactly clear . ''",noHate
4998,"Another songwriter encouraged many more people to come : `` If you 're going to San Francisco , be sure to wear a flower in your hair . ''",noHate
4999,"The homosexual outcasts of the nation quietly moved into San Francisco 's Castro District , and the families who lived there said : `` What is happening here '' Eventually a few conscious Whites noticed and said : `` This is what is happening , and at last , at last , it 's time to wake the sleepers . ''",noHate
5000,I have a suggestion for distribution of your collection .,noHate
5001,Zip it up into one big file and share it on Gnotella as a new movie .,noHate
5002,Then keep changing the name of the file as new movies come out .,noHate
5003,The jews in Hollywood would almost be happy about that,noHate
5004,"Thanks I' am 31 y old , and it 's too old for a military career in france. i was soldier in a fighting unity during two years ( sapper ) .",noHate
5005,Actually I never had too many women until I became a white nationalist .,noHate
5006,I believe this was because I broke with my fear and finally got honest with myself .,noHate
5007,I now have a wife and kids and I would n't have it any other way .,noHate
5008,Quick!,noHate
5009,This is a pop quiz !,noHate
5010,You have 10 seconds to list each of your 8 kids names AND the names of their 8 different fathers .,noHate
5011,Ready .... GO !!!,noHate
5012,Because they a vile plague on all of mankind that no one really likes .,hate
5013,I hate the term black in reference to the Niggardly kind .,noHate
5014,Black is a color but the Negroids more than not resemble a walking pile of feces with arms and legs ... they even stink !,hate
5015,"And speaking of which , do you find it as comical as I do that people so lacking in beauty would want to become beauticians ?",noHate
5016,That 's like Michael Moore opening up a fitness center .,noHate
5017,You are the one telling the story .,noHate
5018,How about you tell us about whatever it is going on in your head .,noHate
5019,Maybe it had something to do with the Soviets not even having the funds to keep an ample supply of food or toilet paper in their own country .,hate
5020,Hate Asians ?,noHate
5021,"I do n't hate Asians , I respect Asians .",noHate
5022,Any race of people who has been around for a few thousand years and still managed to stay Asian without being called racists must be doing something right .,noHate
5023,I'd probably point out the inherent contradiction in calling it MULTI-culturalism if the goal is to consolidate all cultures ( into one ) .,noHate
5024,"Your both our enemies plain and simple , jews try to destroy us with their immigration and the jew would not be able to get as far as they did if many of them did not look white .",hate
5025,I'm young and viciously angry I 'm not going to lie or apologize for my actions i treat non whites like utter crap and i always have and always will they are n't human in my eyes Anyone who tries to wipe out my race and culture will be met by hostility by me any race who rape and abuse their and my women will be met by hostility and contempt by me WPWW,hate
5026,"Maybe we should put' em in prison until they 're fifty , right up front , so Sid can figure it in to the cost of admission",noHate
5027,Being a peaceful nation today is the same as the embrace multiculturalism and do nothing against non-white imigration .,noHate
5028,"About the Chinese , those who remain in their own country are good , those who become illegal immigrants in white nations are bad .",hate
5029,I've heard that men with AIDS in Africa think having sex with a virgin will cure them .,hate
5030,It 's usually not consensual .,relation
5031,Those Asians and Blacks would continue to imitate Whites just to gain an upper hand or just to show that they are `` superior '' .,noHate
5032,"It is like they would bleach their hair blonde and bleach their skin `` White '' , speak English , etc but still they would torment others with their Black characteristics .",hate
5033,Aren't u tired of ur propaganda ??,noHate
5034,"There are assimilated Gypsies , Tats , Udins , Talysh , etc among Arme nians just like u have assimilated Tatars ... but Most Armenians look like this , especially Western Armenians , victims of Genocide which u mention here ...",noHate
5035,"Yes and unfortunately the Mayans were eating it well over 1,500 years ago !",noHate
5036,Mr.,noHate
5037,Carver is as much of a fraud as Michael King !,noHate
5038,"Sounds like they might have some Palestinians of either the Muslim or Judaic variety in the woodpile , throwing stones like that .",hate
5039,"No, I call it hypocrisy and it goes against what you and your peers preach .",noHate
5040,You are no different than any other manipulating Jew .,relation
5041,You are lying and flip-flopping .,relation
5042,Thanks for wasting my time .,noHate
5043,I know something that will really turn them on and that they will absolutely love and is very useful for shutting them up :,noHate
5044,Chicago passed New York as America 's murder capital in 2012 despite the Windy City only having a third of the Big Apple 's population .,noHate
5045,"The FBI recorded 500 murders in Chicago in 2012 , up from 431 in 2011 .",noHate
5046,"New York reported 419 murders in 2012 , down from 515 the year before .",noHate
5047,"However , on a per-capita basis , the bureau reported that Flint , Michigan was more dangerous than the two larger cities .",noHate
5048,"One in every 1,613 residents of Flint were murder victims last year , as the city of 101,558 reported 63 murders in 2012 .",noHate
5049,... Why is Flint so violent ?,noHate
5050,FBI : Chicago officially America 's murder capital | Fox News,noHate
5051,To understand ancient Egyptians you should read up on modern Egyptians .,noHate
5052,Racily very little has changed .,noHate
5053,"Egyptians - Wikipedia , the free encyclopedia",noHate
5054,The majority of them are as stupid as real Negroes .,hate
5055,"I do not think anyone looks up to white Negroes , just the black ones and then they become wiggers .",hate
5056,All of those things you list are personal reasons .,noHate
5057,The only thing that matters is you are a target because of your race .,noHate
5058,You either stand with your people or they will stand over your dead body .,hate
5059,Their is a group of people behind the scenes orchestrating your destruction and they are using non Whites as tools to accomplish their agenda .,hate
5060,"Obama chooses to identify as black , and Zimmerman chooses to identify as Hispanic .",noHate
5061,"They are black and Hispanic , not white .",noHate
5062,They do n't even claim their white parent .,noHate
5063,The other day I Jewgled 72 shot Chicago and NO mainstream media listing came up--just smaller outlets and blogs .,noHate
5064,"Gee , why do n't those `` sons of Obama '' matter ?",noHate
5065,Mr. Farkel thinks Whites are too stupid to be doctors and if we had an all White society we would have no doctors and no one to pull our teeth out .,noHate
5066,I think he is wrong .,noHate
